player_id,season,season_end,valuation_date,target_log_market_value,target_market_value_in_eur,position,sub_position,age_at_valuation,age_squared,minutes_played,goals,assists,yellow_cards,red_cards,appearances,available_minutes,minutes_share,two_year_minutes,goals_per90_last_two,assists_per90_last_two,yellow_cards_per90_last_two,red_cards_per90_last_two,previous_season_points,finishing_position,clubs_in_standings,champions_league_played
6710,2012,2013-05-19,2013-07-02,16.588099342704055,16000000,Defender,Centre-Back,28.75564681724846,826.8872238783316,3028.0,3.0,0.0,3.0,1.0,34,3420,0.8853801169590644,3028.0,0.0891677675033025,0.0,0.0891677675033025,0.029722589167767502,,,,1
6893,2012,2013-05-19,2013-07-02,14.220976332738882,1500000,Defender,Centre-Back,29.645448323066393,878.8526062756,632.0,0.0,0.0,3.0,0.0,11,3420,0.1847953216374269,632.0,0.0,0.0,0.4272151898734177,0.0,,,,0
7330,2012,2013-05-19,2013-07-02,13.815511557963774,1000000,Defender,Right-Back,32.31211498973306,1044.072775109732,907.0,0.0,0.0,4.0,0.0,11,3420,0.2652046783625731,907.0,0.0,0.0,0.39691289966923926,0.0,,,,0
7337,2012,2013-05-19,2013-07-02,13.815511557963774,1000000,Defender,Centre-Back,30.830937713894592,950.5467203180478,162.0,0.0,0.0,0.0,0.0,3,3420,0.04736842105263158,162.0,0.0,0.0,0.0,0.0,,,,0
7449,2012,2013-05-19,2013-07-02,16.588099342704055,16000000,Defender,Left-Back,27.93429158110883,780.3246461384077,2310.0,0.0,3.0,3.0,0.0,28,3420,0.6754385964912281,2310.0,0.0,0.11688311688311688,0.11688311688311688,0.0,,,,1
7451,2012,2013-05-19,2013-07-02,16.012735246411598,9000000,Midfield,Central Midfield,31.26899383983573,977.7499757556848,2985.0,6.0,4.0,6.0,0.0,34,3420,0.8728070175438597,2985.0,0.18090452261306533,0.12060301507537688,0.18090452261306533,0.0,,,,1
7767,2012,2013-05-19,2013-07-02,16.951004817371683,23000000,Attack,Centre-Forward,29.284052019164957,857.5557026611592,2571.0,8.0,9.0,6.0,0.0,36,3420,0.7517543859649123,2571.0,0.28004667444574094,0.31505250875145857,0.2100350058343057,0.0,,,,1
7825,2012,2013-05-19,2013-07-02,16.118095750958314,10000000,Goalkeeper,Goalkeeper,30.836413415468858,950.8843923297078,2790.0,0.0,0.0,1.0,0.0,31,3420,0.8157894736842105,2790.0,0.0,0.0,0.03225806451612903,0.0,,,,0
7858,2012,2013-05-19,2013-07-02,14.508658238524095,2000000,Attack,Right Winger,33.158110882956876,1099.4603173264632,367.0,0.0,1.0,1.0,0.0,12,6840,0.05365497076023392,367.0,0.0,0.2452316076294278,0.2452316076294278,0.0,,,,0
8188,2012,2013-05-19,2013-07-02,13.815511557963774,1000000,Attack,Centre-Forward,31.15400410677618,970.5719718850272,236.0,1.0,0.0,1.0,0.0,4,3420,0.06900584795321638,236.0,0.3813559322033898,0.0,0.3813559322033898,0.0,,,,0
8552,2012,2013-05-19,2013-07-02,15.424948670398354,5000000,Attack,Centre-Forward,29.639972621492127,878.5279770028029,2931.0,11.0,5.0,0.0,0.0,34,3420,0.8570175438596491,2931.0,0.33776867963152507,0.1535312180143296,0.0,0.0,,,,0
